Timestamp,Vehicle_Count,Traffic_Speed_kmh,Road_Occupancy_%,Traffic_Light_State,Weather_Condition,Accident_Report,Traffic_Condition,Hour,DayOfWeek,Date
2024-03-03 00:45:00,115,63.94642131,49.54938155,Yellow,Fog,0,Medium,0,Sunday,2024-03-03
2024-03-03 00:50:00,161,75.03715787,67.06983442,Green,Clear,0,Medium,0,Sunday,2024-03-03
2024-03-03 00:55:00,248,53.56218092,56.49119165,Green,Fog,0,High,0,Sunday,2024-03-03
2024-03-03 01:00:00,65,70.72513749,23.32671588,Red,Rain,0,Low,1,Sunday,2024-03-03
2024-03-03 01:05:00,48,17.39865055,40.26525506,Yellow,Fog,0,High,1,Sunday,2024-03-03
2024-03-03 01:10:00,248,7.666725732,82.53107247,Red,Rain,0,High,1,Sunday,2024-03-03
2024-03-03 01:15:00,246,57.24608498,78.69890113,Yellow,Clear,0,High,1,Sunday,2024-03-03
2024-03-03 01:20:00,214,9.337918466,74.07873638,Green,Fog,1,High,1,Sunday,2024-03-03
2024-03-03 01:25:00,172,10.69559463,75.05345533,Red,Fog,0,High,1,Sunday,2024-03-03
2024-03-03 01:30:00,285,65.9808335,78.22021951,Red,Clear,0,High,1,Sunday,2024-03-03
2024-03-03 01:35:00,112,30.08828001,37.04713252,Yellow,Fog,0,Medium,1,Sunday,2024-03-03
2024-03-03 01:40:00,294,55.00104436,91.33330792,Red,Rain,0,High,1,Sunday,2024-03-03
2024-03-03 01:45:00,215,62.36110578,78.62478309,Yellow,Fog,0,High,1,Sunday,2024-03-03
2024-03-03 01:50:00,194,36.47368792,19.34362306,Yellow,Fog,0,Medium,1,Sunday,2024-03-03
2024-03-03 01:55:00,199,35.40749082,79.65521215,Red,Fog,0,Medium,1,Sunday,2024-03-03
2024-03-03 02:00:00,220,30.75784886,35.31188107,Green,Fog,0,High,2,Sunday,2024-03-03
2024-03-03 02:05:00,283,79.8917162,35.40824065,Green,Fog,0,High,2,Sunday,2024-03-03
2024-03-03 02:10:00,125,24.2249272,30.95350547,Red,Rain,0,Medium,2,Sunday,2024-03-03
2024-03-03 02:15:00,189,16.49410829,34.74767981,Yellow,Fog,0,High,2,Sunday,2024-03-03
2024-03-03 02:20:00,110,30.26111243,90.43461411,Red,Rain,0,High,2,Sunday,2024-03-03
2024-03-03 02:25:00,269,28.98257696,90.9207411,Yellow,Rain,0,High,2,Sunday,2024-03-03
2024-03-03 02:30:00,88,41.63040254,37.78913717,Red,Clear,0,Low,2,Sunday,2024-03-03
2024-03-03 02:35:00,222,20.28202522,56.08461099,Yellow,Fog,1,High,2,Sunday,2024-03-03
2024-03-03 02:40:00,162,72.31204806,66.90830554,Green,Rain,0,Medium,2,Sunday,2024-03-03
2024-03-03 02:45:00,185,6.134579692,61.75281961,Yellow,Clear,0,High,2,Sunday,2024-03-03
2024-03-03 02:50:00,293,11.41790819,78.9764574,Yellow,Clear,0,High,2,Sunday,2024-03-03
2024-03-03 02:55:00,219,6.187062918,77.52426378,Green,Rain,0,High,2,Sunday,2024-03-03
2024-03-03 03:00:00,52,78.40660381,84.82348383,Red,Fog,0,High,3,Sunday,2024-03-03
2024-03-03 03:05:00,222,56.84695836,54.06098603,Green,Fog,0,High,3,Sunday,2024-03-03
2024-03-03 03:10:00,133,43.08488302,26.02374416,Green,Rain,0,Medium,3,Sunday,2024-03-03
2024-03-03 03:15:00,134,50.47006515,79.24468116,Green,Fog,0,Medium,3,Sunday,2024-03-03
2024-03-03 03:20:00,84,62.40722979,23.24388609,Green,Fog,0,Low,3,Sunday,2024-03-03
2024-03-03 03:25:00,168,54.68009221,62.91833046,Green,Rain,0,Medium,3,Sunday,2024-03-03
2024-03-03 03:30:00,211,79.29971967,57.40402988,Yellow,Rain,0,High,3,Sunday,2024-03-03
2024-03-03 03:35:00,252,40.95938882,80.5796478,Yellow,Rain,0,High,3,Sunday,2024-03-03
2024-03-03 03:40:00,68,8.920417528,74.69504267,Red,Fog,0,High,3,Sunday,2024-03-03
2024-03-03 03:45:00,43,27.20024545,59.07124417,Yellow,Clear,0,Medium,3,Sunday,2024-03-03
2024-03-03 03:50:00,295,36.27082004,92.51174863,Red,Rain,0,High,3,Sunday,2024-03-03
2024-03-03 03:55:00,48,77.96271903,77.91276945,Red,Clear,0,Medium,3,Sunday,2024-03-03
2024-03-03 04:00:00,210,35.3471643,98.30374403,Red,Rain,0,High,4,Sunday,2024-03-03
2024-03-03 04:05:00,40,46.55890304,64.62854432,Yellow,Rain,0,Medium,4,Sunday,2024-03-03
2024-03-03 04:10:00,253,35.33503473,91.9956995,Red,Rain,0,High,4,Sunday,2024-03-03
2024-03-03 04:15:00,150,55.22064515,54.86267063,Yellow,Fog,1,High,4,Sunday,2024-03-03
2024-03-03 04:20:00,221,12.3187453,67.82460496,Green,Clear,0,High,4,Sunday,2024-03-03
2024-03-03 04:25:00,47,43.92967424,52.41419525,Green,Clear,1,High,4,Sunday,2024-03-03
2024-03-03 04:30:00,69,28.84613571,16.19357031,Yellow,Clear,0,Medium,4,Sunday,2024-03-03
2024-03-03 04:35:00,236,16.38349911,99.5028693,Yellow,Fog,0,High,4,Sunday,2024-03-03
2024-03-03 04:40:00,40,26.54939292,70.57254046,Red,Clear,0,Medium,4,Sunday,2024-03-03
2024-03-03 04:45:00,290,69.85923619,63.57550085,Green,Fog,0,High,4,Sunday,2024-03-03
2024-03-03 04:50:00,197,11.97744767,87.77683707,Yellow,Clear,0,High,4,Sunday,2024-03-03
2024-03-03 04:55:00,284,25.40486892,87.3661352,Yellow,Rain,0,High,4,Sunday,2024-03-03
2024-03-03 05:00:00,276,32.12909284,76.89939348,Yellow,Rain,0,High,5,Sunday,2024-03-03
2024-03-03 05:05:00,125,20.14381067,29.33329672,Red,Rain,0,Medium,5,Sunday,2024-03-03
2024-03-03 05:10:00,271,11.10349742,31.0161947,Yellow,Fog,0,High,5,Sunday,2024-03-03
2024-03-03 05:15:00,10,42.41417912,24.45298034,Yellow,Fog,0,Low,5,Sunday,2024-03-03
2024-03-03 05:20:00,207,8.68916517,38.77781724,Red,Rain,0,High,5,Sunday,2024-03-03
2024-03-03 05:25:00,30,39.5980446,94.55141606,Red,Rain,0,High,5,Sunday,2024-03-03
2024-03-03 05:30:00,253,18.45392841,88.17758432,Green,Rain,0,High,5,Sunday,2024-03-03
2024-03-03 05:35:00,112,58.31404018,27.00037287,Red,Clear,0,Medium,5,Sunday,2024-03-03
2024-03-03 05:40:00,231,73.39847529,78.18219362,Yellow,Clear,0,High,5,Sunday,2024-03-03
2024-03-03 05:45:00,224,8.040662327,42.5988522,Red,Clear,0,High,5,Sunday,2024-03-03
2024-03-03 05:50:00,199,49.91975138,12.49033763,Red,Clear,0,Medium,5,Sunday,2024-03-03
2024-03-03 05:55:00,168,55.493801,39.44593614,Green,Rain,0,Medium,5,Sunday,2024-03-03
2024-03-03 06:00:00,256,49.62944181,77.83152399,Green,Rain,0,High,6,Sunday,2024-03-03
2024-03-03 06:05:00,234,47.81428324,46.28482944,Green,Clear,0,High,6,Sunday,2024-03-03
2024-03-03 06:10:00,30,61.03682806,91.21482885,Yellow,Clear,0,High,6,Sunday,2024-03-03
2024-03-03 06:15:00,264,27.21731519,48.99918755,Red,Rain,0,High,6,Sunday,2024-03-03
2024-03-03 06:20:00,97,29.59432064,79.58626786,Yellow,Fog,0,Medium,6,Sunday,2024-03-03
2024-03-03 06:25:00,290,7.535573779,29.39071549,Red,Clear,0,High,6,Sunday,2024-03-03
2024-03-03 06:30:00,135,63.04698664,98.37699814,Red,Fog,0,High,6,Sunday,2024-03-03
2024-03-03 06:35:00,125,7.045945935,93.84550053,Green,Fog,0,High,6,Sunday,2024-03-03
2024-03-03 06:40:00,39,49.49046623,73.13000855,Yellow,Fog,0,Medium,6,Sunday,2024-03-03
2024-03-03 06:45:00,43,14.53894095,21.99957238,Red,Clear,0,High,6,Sunday,2024-03-03
2024-03-03 06:50:00,63,77.71193931,33.86732541,Red,Rain,1,High,6,Sunday,2024-03-03
2024-03-03 06:55:00,268,7.23129782,62.49666682,Green,Rain,0,High,6,Sunday,2024-03-03
2024-03-03 07:00:00,114,78.72076105,18.09443514,Green,Fog,0,Medium,7,Sunday,2024-03-03
2024-03-03 07:05:00,205,35.03563195,20.66111333,Yellow,Clear,0,High,7,Sunday,2024-03-03
2024-03-03 07:10:00,19,63.484765,50.79538244,Green,Clear,0,Medium,7,Sunday,2024-03-03
2024-03-03 07:15:00,158,62.71850032,74.99576315,Green,Clear,0,Medium,7,Sunday,2024-03-03
2024-03-03 07:20:00,200,56.5589463,67.44736864,Red,Rain,0,Medium,7,Sunday,2024-03-03
2024-03-03 07:25:00,113,7.661831187,29.87567342,Green,Rain,0,High,7,Sunday,2024-03-03
2024-03-03 07:30:00,177,66.7909211,97.8461154,Green,Fog,1,High,7,Sunday,2024-03-03
2024-03-03 07:35:00,94,27.18848325,37.74829802,Yellow,Rain,0,Medium,7,Sunday,2024-03-03
2024-03-03 07:40:00,246,40.14517144,75.46944042,Red,Fog,0,High,7,Sunday,2024-03-03
2024-03-03 07:45:00,204,77.54430577,15.83844277,Red,Rain,0,High,7,Sunday,2024-03-03
2024-03-03 07:50:00,61,13.600274,25.26452326,Yellow,Fog,0,High,7,Sunday,2024-03-03
2024-03-03 07:55:00,281,46.23597283,87.12045629,Green,Rain,0,High,7,Sunday,2024-03-03
2024-03-03 08:00:00,227,67.35195679,91.92006218,Red,Rain,0,High,8,Sunday,2024-03-03
2024-03-03 08:05:00,135,60.60687754,80.49966826,Green,Clear,0,High,8,Sunday,2024-03-03
2024-03-03 08:10:00,132,11.99290512,93.25565906,Red,Rain,0,High,8,Sunday,2024-03-03
2024-03-03 08:15:00,216,49.1493261,97.50847037,Red,Fog,0,High,8,Sunday,2024-03-03
2024-03-03 08:20:00,116,21.72866277,43.17746499,Yellow,Fog,0,Medium,8,Sunday,2024-03-03
2024-03-03 08:25:00,253,17.19321365,10.47128162,Yellow,Fog,0,High,8,Sunday,2024-03-03
2024-03-03 08:30:00,218,47.46981626,75.78929242,Yellow,Rain,0,High,8,Sunday,2024-03-03
2024-03-03 08:35:00,239,74.54168611,12.43729151,Yellow,Fog,0,High,8,Sunday,2024-03-03
2024-03-03 08:40:00,270,30.39159379,14.78852283,Green,Fog,0,High,8,Sunday,2024-03-03
2024-03-03 08:45:00,35,58.2162191,87.73233065,Green,Fog,0,High,8,Sunday,2024-03-03
2024-03-03 08:50:00,214,66.86733069,77.76283675,Yellow,Fog,0,High,8,Sunday,2024-03-03
2024-03-03 08:55:00,194,44.33464862,21.85082673,Red,Rain,0,Medium,8,Sunday,2024-03-03
2024-03-03 09:00:00,160,45.52327574,41.40176046,Yellow,Rain,0,Medium,9,Sunday,2024-03-03
2024-03-03 09:05:00,271,69.17706194,31.34767779,Yellow,Clear,0,High,9,Sunday,2024-03-03
2024-03-03 09:10:00,155,76.17917826,18.56074474,Yellow,Rain,0,Medium,9,Sunday,2024-03-03
2024-03-03 09:15:00,25,33.07670216,40.22481367,Green,Clear,0,Medium,9,Sunday,2024-03-03
2024-03-03 09:20:00,185,17.97991721,33.90554655,Yellow,Fog,0,High,9,Sunday,2024-03-03
2024-03-03 09:25:00,215,23.49288626,84.76738637,Yellow,Rain,0,High,9,Sunday,2024-03-03
2024-03-03 09:30:00,70,78.83683893,67.55049098,Yellow,Fog,0,Medium,9,Sunday,2024-03-03
2024-03-03 09:35:00,124,51.76947724,77.70768836,Red,Rain,0,Medium,9,Sunday,2024-03-03
2024-03-03 09:40:00,247,68.19983884,86.67858965,Green,Fog,0,High,9,Sunday,2024-03-03
2024-03-03 09:45:00,163,45.1271154,98.57982949,Red,Fog,0,High,9,Sunday,2024-03-03
2024-03-03 09:50:00,221,11.26307414,17.52352131,Yellow,Fog,0,High,9,Sunday,2024-03-03
2024-03-03 09:55:00,107,15.91942273,88.73044916,Green,Rain,0,High,9,Sunday,2024-03-03
2024-03-03 10:00:00,273,45.69281744,26.27678491,Yellow,Clear,0,High,10,Sunday,2024-03-03
2024-03-03 10:05:00,239,29.92127852,58.07758053,Red,Clear,1,High,10,Sunday,2024-03-03
2024-03-03 10:10:00,275,34.84669052,10.6699405,Green,Rain,0,High,10,Sunday,2024-03-03
2024-03-03 10:15:00,74,21.18736627,69.52070352,Green,Fog,0,Medium,10,Sunday,2024-03-03
2024-03-03 10:20:00,245,40.13596752,34.44014245,Green,Clear,0,High,10,Sunday,2024-03-03
2024-03-03 10:25:00,168,77.84024017,34.23661095,Red,Rain,0,Medium,10,Sunday,2024-03-03
2024-03-03 10:30:00,186,6.009499907,43.38507833,Red,Fog,0,High,10,Sunday,2024-03-03
2024-03-03 10:35:00,35,49.39407867,46.347896,Yellow,Fog,0,Low,10,Sunday,2024-03-03
2024-03-03 10:40:00,155,12.11904745,31.08965983,Yellow,Rain,1,High,10,Sunday,2024-03-03
2024-03-03 10:45:00,267,19.9608575,66.90708515,Yellow,Fog,0,High,10,Sunday,2024-03-03
2024-03-03 10:50:00,244,17.79342087,32.55870172,Yellow,Fog,0,High,10,Sunday,2024-03-03
2024-03-03 10:55:00,167,10.26599887,23.77153321,Green,Rain,0,High,10,Sunday,2024-03-03
2024-03-03 11:00:00,30,41.19380377,24.15885241,Green,Clear,0,Low,11,Sunday,2024-03-03
2024-03-03 11:05:00,142,31.45821807,42.98667008,Green,Fog,0,Medium,11,Sunday,2024-03-03
2024-03-03 11:10:00,43,55.44952569,18.0424825,Yellow,Rain,0,Low,11,Sunday,2024-03-03
2024-03-03 11:15:00,191,23.02003827,68.21835624,Yellow,Rain,0,Medium,11,Sunday,2024-03-03
2024-03-03 11:20:00,44,34.70156345,70.40355014,Red,Clear,1,High,11,Sunday,2024-03-03
2024-03-03 11:25:00,291,45.83422342,57.84311352,Yellow,Rain,0,High,11,Sunday,2024-03-03
2024-03-03 11:30:00,290,7.349101767,29.13405875,Green,Rain,0,High,11,Sunday,2024-03-03
2024-03-03 11:35:00,86,72.28451089,18.60137331,Red,Clear,1,High,11,Sunday,2024-03-03
2024-03-03 11:40:00,56,68.22652465,10.59369802,Yellow,Rain,0,Low,11,Sunday,2024-03-03
2024-03-03 11:45:00,10,64.15213827,82.57008731,Yellow,Fog,0,High,11,Sunday,2024-03-03
2024-03-03 11:50:00,247,53.82990322,30.07934297,Red,Rain,0,High,11,Sunday,2024-03-03
2024-03-03 11:55:00,224,33.54453627,52.71445321,Yellow,Fog,1,High,11,Sunday,2024-03-03
2024-03-03 12:00:00,219,41.21228507,94.97867447,Yellow,Fog,1,High,12,Sunday,2024-03-03
2024-03-03 12:05:00,243,26.81456725,47.45024102,Red,Fog,0,High,12,Sunday,2024-03-03
2024-03-03 12:10:00,193,27.92727474,31.67870644,Green,Fog,0,Medium,12,Sunday,2024-03-03
2024-03-03 12:15:00,299,7.27546191,39.26849129,Yellow,Clear,0,High,12,Sunday,2024-03-03
2024-03-03 12:20:00,118,55.42245889,11.08865152,Yellow,Fog,0,Medium,12,Sunday,2024-03-03
2024-03-03 12:25:00,210,57.7315585,84.73317929,Green,Rain,0,High,12,Sunday,2024-03-03
2024-03-03 12:30:00,103,7.433808717,87.78046384,Green,Rain,0,High,12,Sunday,2024-03-03
2024-03-03 12:35:00,139,66.15026045,27.75935934,Green,Fog,0,Medium,12,Sunday,2024-03-03
2024-03-03 12:40:00,44,26.18492764,55.91667875,Red,Rain,0,Medium,12,Sunday,2024-03-03
2024-03-03 12:45:00,245,10.32038124,41.99603786,Yellow,Rain,0,High,12,Sunday,2024-03-03
2024-03-03 12:50:00,49,40.07207597,64.97383872,Green,Fog,0,Medium,12,Sunday,2024-03-03
2024-03-03 12:55:00,260,58.35562568,28.50764854,Red,Rain,0,High,12,Sunday,2024-03-03
2024-03-03 13:00:00,53,11.5255112,57.50721349,Red,Rain,0,High,13,Sunday,2024-03-03
2024-03-03 13:05:00,26,61.00499119,92.00636422,Yellow,Rain,0,High,13,Sunday,2024-03-03
2024-03-03 13:10:00,110,66.58590541,79.52886467,Yellow,Clear,0,Medium,13,Sunday,2024-03-03
2024-03-03 13:15:00,249,7.321024871,66.68597981,Yellow,Fog,0,High,13,Sunday,2024-03-03
2024-03-03 13:20:00,65,58.74814212,31.1971359,Red,Rain,0,Low,13,Sunday,2024-03-03
2024-03-03 13:25:00,155,76.71856001,66.19874379,Green,Fog,0,Medium,13,Sunday,2024-03-03
2024-03-03 13:30:00,269,69.39632338,20.3569413,Green,Fog,0,High,13,Sunday,2024-03-03
2024-03-03 13:35:00,237,52.01013834,25.89848733,Yellow,Fog,0,High,13,Sunday,2024-03-03
2024-03-03 13:40:00,135,7.997745154,96.89796173,Green,Rain,0,High,13,Sunday,2024-03-03
2024-03-03 13:45:00,240,22.49792918,29.88362939,Yellow,Fog,0,High,13,Sunday,2024-03-03
2024-03-03 13:50:00,218,50.25586759,30.56072598,Red,Rain,0,High,13,Sunday,2024-03-03
2024-03-03 13:55:00,130,60.75527884,26.41237186,Yellow,Fog,0,Medium,13,Sunday,2024-03-03
2024-03-03 14:00:00,41,12.98096912,44.87796306,Yellow,Rain,0,High,14,Sunday,2024-03-03
2024-03-03 14:05:00,31,24.35252163,63.76329697,Green,Clear,0,Medium,14,Sunday,2024-03-03
2024-03-03 14:10:00,12,78.31069515,87.70414233,Red,Rain,1,High,14,Sunday,2024-03-03
2024-03-03 14:15:00,36,52.72676302,39.8604217,Green,Rain,0,Low,14,Sunday,2024-03-03
2024-03-03 14:20:00,21,64.07567057,50.18619496,Red,Fog,0,Medium,14,Sunday,2024-03-03
2024-03-03 14:25:00,43,15.6355946,55.72796358,Green,Fog,0,High,14,Sunday,2024-03-03
2024-03-03 14:30:00,115,54.33867272,44.60658923,Yellow,Fog,0,Medium,14,Sunday,2024-03-03
2024-03-03 14:35:00,86,36.81183964,15.49824241,Yellow,Clear,0,Medium,14,Sunday,2024-03-03
2024-03-03 14:40:00,14,43.97923288,27.07705207,Yellow,Fog,0,Low,14,Sunday,2024-03-03
2024-03-03 14:45:00,115,49.574299,25.19886506,Green,Fog,1,High,14,Sunday,2024-03-03
2024-03-03 14:50:00,201,38.95885444,36.33529781,Yellow,Rain,0,High,14,Sunday,2024-03-03
2024-03-03 14:55:00,46,70.91191445,90.11956009,Yellow,Rain,0,High,14,Sunday,2024-03-03
2024-03-03 15:00:00,18,20.28163856,42.15924285,Yellow,Rain,0,Medium,15,Sunday,2024-03-03
2024-03-03 15:05:00,88,47.70751226,21.15495406,Green,Fog,0,Low,15,Sunday,2024-03-03
2024-03-03 15:10:00,179,64.87109957,98.84329426,Red,Fog,0,High,15,Sunday,2024-03-03
2024-03-03 15:15:00,278,23.10194987,76.94829536,Yellow,Rain,0,High,15,Sunday,2024-03-03
2024-03-03 15:20:00,212,79.66221098,42.98601068,Yellow,Rain,0,High,15,Sunday,2024-03-03
2024-03-03 15:25:00,89,13.62545036,64.52415821,Yellow,Rain,0,High,15,Sunday,2024-03-03
2024-03-03 15:30:00,21,78.2714984,29.28560941,Yellow,Rain,0,Low,15,Sunday,2024-03-03
2024-03-03 15:35:00,210,64.15291411,94.4646338,Red,Fog,0,High,15,Sunday,2024-03-03
2024-03-03 15:40:00,30,74.29514307,61.87218842,Green,Fog,0,Medium,15,Sunday,2024-03-03
2024-03-03 15:45:00,295,42.40177345,62.40187669,Green,Rain,0,High,15,Sunday,2024-03-03
2024-03-03 15:50:00,24,66.62283687,49.12251453,Green,Fog,0,Low,15,Sunday,2024-03-03
2024-03-03 15:55:00,185,21.48562827,45.83566706,Yellow,Rain,0,Medium,15,Sunday,2024-03-03
2024-03-03 16:00:00,27,41.9058267,17.26829918,Green,Rain,0,Low,16,Sunday,2024-03-03
2024-03-03 16:05:00,162,65.76753099,69.28712246,Green,Rain,0,Medium,16,Sunday,2024-03-03
2024-03-03 16:10:00,227,8.707380013,60.59119302,Green,Fog,0,High,16,Sunday,2024-03-03
2024-03-03 16:15:00,94,29.31825627,21.41543882,Yellow,Rain,0,Medium,16,Sunday,2024-03-03
2024-03-03 16:20:00,210,67.79448681,99.14811644,Yellow,Fog,0,High,16,Sunday,2024-03-03
2024-03-03 16:25:00,48,58.74962343,82.68473744,Green,Rain,0,High,16,Sunday,2024-03-03
2024-03-03 16:30:00,47,32.19744129,30.71079669,Red,Clear,0,Medium,16,Sunday,2024-03-03
2024-03-03 16:35:00,192,13.65055504,12.17690935,Yellow,Fog,0,High,16,Sunday,2024-03-03
2024-03-03 16:40:00,189,74.40928967,91.14743654,Red,Fog,0,High,16,Sunday,2024-03-03
2024-03-03 16:45:00,218,56.5008208,81.52199074,Yellow,Clear,0,High,16,Sunday,2024-03-03
2024-03-03 16:50:00,51,32.0175075,84.26485487,Green,Fog,0,High,16,Sunday,2024-03-03
2024-03-03 16:55:00,120,20.29327695,86.36907575,Red,Clear,0,High,16,Sunday,2024-03-03
2024-03-03 17:00:00,78,16.49682871,86.41108076,Green,Fog,0,High,17,Sunday,2024-03-03
2024-03-03 17:05:00,220,24.51915196,74.50673134,Yellow,Rain,0,High,17,Sunday,2024-03-03
2024-03-03 17:10:00,255,78.09105815,98.98508477,Yellow,Clear,0,High,17,Sunday,2024-03-03
2024-03-03 17:15:00,149,33.77799905,75.09989651,Yellow,Fog,0,Medium,17,Sunday,2024-03-03
2024-03-03 17:20:00,192,25.19596896,32.89251142,Green,Rain,0,Medium,17,Sunday,2024-03-03
2024-03-03 17:25:00,12,19.59642319,98.66111443,Red,Fog,0,High,17,Sunday,2024-03-03
2024-03-03 17:30:00,103,28.0600906,53.93183893,Yellow,Rain,0,Medium,17,Sunday,2024-03-03
2024-03-03 17:35:00,164,35.70634581,19.89080838,Yellow,Rain,0,Medium,17,Sunday,2024-03-03
2024-03-03 17:40:00,254,8.717879253,95.71562126,Red,Fog,0,High,17,Sunday,2024-03-03
2024-03-03 17:45:00,130,21.23045769,24.45344731,Yellow,Fog,1,High,17,Sunday,2024-03-03
2024-03-03 17:50:00,230,28.0947711,36.24528688,Yellow,Fog,0,High,17,Sunday,2024-03-03
2024-03-03 17:55:00,53,53.35551876,13.04110757,Red,Rain,0,Low,17,Sunday,2024-03-03
2024-03-03 18:00:00,114,24.6362998,50.8791955,Red,Rain,1,High,18,Sunday,2024-03-03
2024-03-03 18:05:00,52,11.7315455,32.8536186,Yellow,Fog,0,High,18,Sunday,2024-03-03
2024-03-03 18:10:00,213,33.43810874,29.70247373,Green,Rain,0,High,18,Sunday,2024-03-03
2024-03-03 18:15:00,123,42.92502562,59.8728213,Yellow,Fog,1,High,18,Sunday,2024-03-03
2024-03-03 18:20:00,82,28.07948921,93.968679,Green,Rain,0,High,18,Sunday,2024-03-03
2024-03-03 18:25:00,175,69.27093522,69.03657458,Yellow,Fog,1,High,18,Sunday,2024-03-03
2024-03-03 18:30:00,175,17.24796266,10.30680354,Green,Rain,0,High,18,Sunday,2024-03-03
2024-03-03 18:35:00,291,45.22954833,62.26173902,Green,Rain,0,High,18,Sunday,2024-03-03
2024-03-03 18:40:00,202,32.12653605,94.81207679,Red,Rain,0,High,18,Sunday,2024-03-03
2024-03-03 18:45:00,100,32.72967029,48.31162054,Yellow,Rain,0,Medium,18,Sunday,2024-03-03
2024-03-03 18:50:00,279,21.41449916,99.16193767,Yellow,Clear,0,High,18,Sunday,2024-03-03
2024-03-03 18:55:00,222,15.1598277,96.17469927,Green,Rain,1,High,18,Sunday,2024-03-03
2024-03-03 19:00:00,282,79.49003477,63.64270525,Yellow,Rain,0,High,19,Sunday,2024-03-03
2024-03-03 19:05:00,164,13.14724575,30.73598667,Green,Fog,0,High,19,Sunday,2024-03-03
2024-03-03 19:10:00,271,45.52192539,60.8042977,Yellow,Rain,0,High,19,Sunday,2024-03-03
2024-03-03 19:15:00,292,59.85432918,12.29213871,Red,Rain,0,High,19,Sunday,2024-03-03
2024-03-03 19:20:00,228,66.48681367,21.64616338,Green,Rain,0,High,19,Sunday,2024-03-03
2024-03-03 19:25:00,297,11.43191962,78.93732403,Red,Fog,0,High,19,Sunday,2024-03-03
2024-03-03 19:30:00,90,25.24121803,37.16928115,Yellow,Fog,0,Medium,19,Sunday,2024-03-03
2024-03-03 19:35:00,248,58.44628407,66.21205984,Red,Fog,1,High,19,Sunday,2024-03-03
2024-03-03 19:40:00,60,25.01943061,17.79221466,Red,Fog,0,Medium,19,Sunday,2024-03-03
2024-03-03 19:45:00,251,12.11099193,65.10491017,Green,Clear,0,High,19,Sunday,2024-03-03
2024-03-03 19:50:00,206,10.28741497,82.76323952,Yellow,Clear,0,High,19,Sunday,2024-03-03
2024-03-03 19:55:00,186,73.63642531,12.48480818,Yellow,Fog,0,Medium,19,Sunday,2024-03-03
2024-03-03 20:00:00,21,56.55268071,37.21558144,Green,Fog,0,Low,20,Sunday,2024-03-03
2024-03-03 20:05:00,163,25.66041831,79.4683708,Yellow,Rain,0,Medium,20,Sunday,2024-03-03
2024-03-03 20:10:00,61,79.43407278,46.79854504,Red,Rain,1,High,20,Sunday,2024-03-03
2024-03-03 20:15:00,14,20.44033666,73.40387925,Green,Clear,0,Medium,20,Sunday,2024-03-03
2024-03-03 20:20:00,90,10.75598616,84.91725758,Yellow,Fog,0,High,20,Sunday,2024-03-03
2024-03-03 20:25:00,236,58.99298111,67.79204509,Green,Fog,0,High,20,Sunday,2024-03-03
2024-03-03 20:30:00,67,50.64477716,66.77445789,Green,Rain,0,Medium,20,Sunday,2024-03-03
2024-03-03 20:35:00,110,34.27156934,86.26999965,Yellow,Fog,0,High,20,Sunday,2024-03-03
2024-03-03 20:40:00,289,50.3587004,99.78107681,Green,Rain,0,High,20,Sunday,2024-03-03
2024-03-03 20:45:00,237,49.01366227,94.24855439,Red,Rain,0,High,20,Sunday,2024-03-03
2024-03-03 20:50:00,23,76.0770042,57.12209039,Green,Rain,0,Medium,20,Sunday,2024-03-03
2024-03-03 20:55:00,160,39.07231185,13.68264818,Red,Fog,0,Medium,20,Sunday,2024-03-03
2024-03-03 21:00:00,52,47.15274065,64.33333271,Green,Fog,0,Medium,21,Sunday,2024-03-03
2024-03-03 21:05:00,173,73.9550883,24.9854354,Green,Rain,0,Medium,21,Sunday,2024-03-03
2024-03-03 21:10:00,85,29.75900645,95.43293127,Green,Rain,0,High,21,Sunday,2024-03-03
2024-03-03 21:15:00,236,73.38605023,80.62091072,Green,Clear,0,High,21,Sunday,2024-03-03
2024-03-03 21:20:00,294,58.14458842,82.28015093,Green,Clear,0,High,21,Sunday,2024-03-03
2024-03-03 21:25:00,138,28.37425094,96.08392087,Yellow,Rain,0,High,21,Sunday,2024-03-03
2024-03-03 21:30:00,21,25.03025414,87.85101118,Red,Fog,0,High,21,Sunday,2024-03-03
2024-03-03 21:35:00,97,40.19939712,50.12918046,Green,Fog,0,Medium,21,Sunday,2024-03-03
2024-03-03 21:40:00,242,76.63576249,65.47178091,Yellow,Rain,0,High,21,Sunday,2024-03-03
2024-03-03 21:45:00,43,75.89568592,18.80772716,Yellow,Clear,0,Low,21,Sunday,2024-03-03
2024-03-03 21:50:00,85,13.15145452,54.00473712,Yellow,Rain,0,High,21,Sunday,2024-03-03
2024-03-03 21:55:00,255,42.59649757,11.9321471,Green,Fog,0,High,21,Sunday,2024-03-03
2024-03-03 22:00:00,250,8.126444793,67.88223717,Red,Fog,0,High,22,Sunday,2024-03-03
2024-03-03 22:05:00,208,73.52700845,44.23524223,Red,Fog,0,High,22,Sunday,2024-03-03
2024-03-03 22:10:00,116,67.57088097,15.58187852,Green,Fog,0,Medium,22,Sunday,2024-03-03
2024-03-03 22:15:00,32,31.71320023,58.7668253,Red,Rain,0,Medium,22,Sunday,2024-03-03
2024-03-03 22:20:00,222,26.29756347,71.38491746,Yellow,Clear,0,High,22,Sunday,2024-03-03
